filename,timestamp,time_taken,status,prompt_file,survey_type,isLocal,LIMIT,error
eli_pers_static-ARE_4,2024-04-29_173413,12.215,OK,batch/prompts/40-10-10-8k_pers-static_Elias-ARE_prompts.json,PersonalitySurvey,True,,
eli_kano_static-ARE_5,2024-04-29_173425,8.465,OK,batch/prompts/40-10-10-8k_kano-static_Elias-ARE_prompts.json,KanoSurvey,True,,
eli_pers_dynamic-ARE_4,2024-04-29_173434,125.827,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-ARE_prompts.json,PersonalitySurvey,True,,
eli_pers_dynamic-IMPERSONATE_5,2024-04-29_173640,154.724,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-IMPERSONATE_prompts.json,PersonalitySurvey,True,,
eli_pers_static-IMPERSONATE_4,2024-04-29_173914,14.559,OK,batch/prompts/40-10-10-8k_pers-static_Elias-IMPERSONATE_prompts.json,PersonalitySurvey,True,,
eli_pers_static-IMPERSONATE_5,2024-04-29_173929,12.787,OK,batch/prompts/40-10-10-8k_pers-static_Elias-IMPERSONATE_prompts.json,PersonalitySurvey,True,,
eli_pers_dynamic-IMPERSONATE_4,2024-04-29_173942,142.822,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-IMPERSONATE_prompts.json,PersonalitySurvey,True,,
eli_kano_dynamic-IMPERSONATE_4,2024-04-29_183109,104.275,OK,batch/prompts/40-10-10-8k_kano-dynamic_Elias-IMPERSONATE_prompts.json,KanoSurvey,True,,
eli_pers_dynamic-ARE_3,2024-04-29_183253,165.566,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-ARE_prompts.json,PersonalitySurvey,True,,
eli_kano_dynamic-ARE_4,2024-04-29_183539,152.271,OK,batch/prompts/40-10-10-8k_kano-dynamic_Elias-ARE_prompts.json,KanoSurvey,True,,
eli_kano_dynamic-ARE_5,2024-04-29_183811,114.089,OK,batch/prompts/40-10-10-8k_kano-dynamic_Elias-ARE_prompts.json,KanoSurvey,True,,
eli_pers_dynamic-ARE_2,2024-04-29_184005,147.417,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-ARE_prompts.json,PersonalitySurvey,True,,
eli_kano_dynamic-IMPERSONATE_5,2024-04-29_184233,127.546,OK,batch/prompts/40-10-10-8k_kano-dynamic_Elias-IMPERSONATE_prompts.json,KanoSurvey,True,,
eli_pers_dynamic-ARE_5,2024-04-29_184440,152.279,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-ARE_prompts.json,PersonalitySurvey,True,,
eli_kano_dynamic-ARE_2,2024-04-29_184713,114.636,OK,batch/prompts/40-10-10-8k_kano-dynamic_Elias-ARE_prompts.json,KanoSurvey,True,,
eli_pers_dynamic-IMPERSONATE_1,2024-04-29_184907,153.676,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-IMPERSONATE_prompts.json,PersonalitySurvey,True,,
eli_kano_dynamic-IMPERSONATE_2,2024-04-29_185141,120.511,OK,batch/prompts/40-10-10-8k_kano-dynamic_Elias-IMPERSONATE_prompts.json,KanoSurvey,True,,
eli_kano_dynamic-IMPERSONATE_3,2024-04-29_185341,117.603,OK,batch/prompts/40-10-10-8k_kano-dynamic_Elias-IMPERSONATE_prompts.json,KanoSurvey,True,,
eli_kano_dynamic-ARE_3,2024-04-29_185539,116.976,OK,batch/prompts/40-10-10-8k_kano-dynamic_Elias-ARE_prompts.json,KanoSurvey,True,,
eli_pers_dynamic-ARE_4,2024-04-29_185736,153.944,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-ARE_prompts.json,PersonalitySurvey,True,,
eli_pers_dynamic-IMPERSONATE_3,2024-04-29_190010,152.577,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-IMPERSONATE_prompts.json,PersonalitySurvey,True,,
eli_pers_dynamic-IMPERSONATE_2,2024-04-29_190243,151.521,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-IMPERSONATE_prompts.json,PersonalitySurvey,True,,
eli_kano_dynamic-IMPERSONATE_1,2024-04-29_190514,117.704,OK,batch/prompts/40-10-10-8k_kano-dynamic_Elias-IMPERSONATE_prompts.json,KanoSurvey,True,,
eli_kano_dynamic-ARE_1,2024-04-29_190712,118.37,OK,batch/prompts/40-10-10-8k_kano-dynamic_Elias-ARE_prompts.json,KanoSurvey,True,,
eli_pers_dynamic-IMPERSONATE_5,2024-04-29_190910,152.013,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-IMPERSONATE_prompts.json,PersonalitySurvey,True,,
eli_pers_dynamic-ARE_1,2024-04-29_191142,153.853,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-ARE_prompts.json,PersonalitySurvey,True,,
eli_pers_dynamic-IMPERSONATE_4,2024-04-29_191416,153.751,OK,batch/prompts/40-10-10-8k_pers-dynamic_Elias-IMPERSONATE_prompts.json,PersonalitySurvey,True,,
