filename,timestamp,time_taken,status,prompt_file,survey_type,isLocal,LIMIT,error
eli-pers-7500_llama3-70b_V7_1,2024-05-06_084855,1482.699,OK,batch/prompts/eli-pers-7500_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
eli-kano-4000_llama3-8b_V7_2,2024-05-06_091338,128.123,OK,batch/prompts/eli-kano-4000_llama3-8b_V7_prompts.json,KanoSurvey,True,,
eli-kano-7500_llama3-8b_V7_1,2024-05-06_091546,132.307,OK,batch/prompts/eli-kano-7500_llama3-8b_V7_prompts.json,KanoSurvey,True,,
eli-pers-0_llama3-70b_V7_0,2024-05-06_091758,946.161,OK,batch/prompts/eli-pers-0_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
eli-kano-0_llama3-70b_V7_1,2024-05-06_093345,788.72,OK,batch/prompts/eli-kano-0_llama3-70b_V7_prompts.json,KanoSurvey,True,,
eli-pers-4000_llama3-70b_V7_0,2024-05-06_094653,1504.984,OK,batch/prompts/eli-pers-4000_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
airidas-kano-4000_llama3-70b_V7_2,2024-05-06_101158,988.764,OK,batch/prompts/airidas-kano-4000_llama3-70b_V7_prompts.json,KanoSurvey,True,,
eli-kano-4000_llama3-70b_V7_2,2024-05-06_102827,1058.237,OK,batch/prompts/eli-kano-4000_llama3-70b_V7_prompts.json,KanoSurvey,True,,
airidas-pers-4000_llama3-70b_V7_0,2024-05-06_104605,1313.027,OK,batch/prompts/airidas-pers-4000_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
base-pers-29_mixtral-8x22b_V7_2,2024-05-06_110758,142.562,OK,batch/prompts/base-pers-29_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
base-kano-29_mixtral-8x22b_V7_1,2024-05-06_111021,62.796,OK,batch/prompts/base-kano-29_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
base-pers-29_llama3-8b_V7_1,2024-05-06_111124,17.428,OK,batch/prompts/base-pers-29_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
base-kano-29_llama3-8b_V7_0,2024-05-06_111141,6.046,OK,batch/prompts/base-kano-29_llama3-8b_V7_prompts.json,KanoSurvey,True,,
base-kano-29_llama3-8b_V7_1,2024-05-06_111147,6.074,OK,batch/prompts/base-kano-29_llama3-8b_V7_prompts.json,KanoSurvey,True,,
airidas-kano-0_llama3-8b_V7_2,2024-05-06_111153,74.101,OK,batch/prompts/airidas-kano-0_llama3-8b_V7_prompts.json,KanoSurvey,True,,
base-kano-29_mixtral-8x22b_V7_0,2024-05-06_111307,80.636,OK,batch/prompts/base-kano-29_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
base-pers-29_llama3-8b_V7_0,2024-05-06_111428,19.283,OK,batch/prompts/base-pers-29_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
airidas-pers-4000_llama3-70b_V7_1,2024-05-06_111447,1359.858,OK,batch/prompts/airidas-pers-4000_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
eli-kano-0_llama3-8b_V7_2,2024-05-06_113727,87.712,OK,batch/prompts/eli-kano-0_llama3-8b_V7_prompts.json,KanoSurvey,True,,
eli-pers-4000_llama3-70b_V7_1,2024-05-06_113855,1372.507,OK,batch/prompts/eli-pers-4000_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
eli-kano-0_llama3-70b_V7_0,2024-05-06_120147,743.409,OK,batch/prompts/eli-kano-0_llama3-70b_V7_prompts.json,KanoSurvey,True,,
eli-pers-0_llama3-70b_V7_1,2024-05-06_121411,904.466,OK,batch/prompts/eli-pers-0_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
eli-kano-7500_llama3-8b_V7_0,2024-05-06_122915,120.32,OK,batch/prompts/eli-kano-7500_llama3-8b_V7_prompts.json,KanoSurvey,True,,
airidas-kano-7500_llama3-8b_V7_0,2024-05-06_123116,117.569,OK,batch/prompts/airidas-kano-7500_llama3-8b_V7_prompts.json,KanoSurvey,True,,
eli-pers-7500_llama3-70b_V7_0,2024-05-06_123313,1344.496,OK,batch/prompts/eli-pers-7500_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
airidas-kano-7500_llama3-70b_V7_2,2024-05-06_125538,1038.137,OK,batch/prompts/airidas-kano-7500_llama3-70b_V7_prompts.json,KanoSurvey,True,,
eli-kano-7500_llama3-70b_V7_2,2024-05-06_131256,1098.807,OK,batch/prompts/eli-kano-7500_llama3-70b_V7_prompts.json,KanoSurvey,True,,
base-kano-29_llama3-70b_V7_1,2024-05-06_133115,59.55,OK,batch/prompts/base-kano-29_llama3-70b_V7_prompts.json,KanoSurvey,True,,
airidas-pers-7500_llama3-70b_V7_0,2024-05-06_133214,1299.954,OK,batch/prompts/airidas-pers-7500_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
airidas-pers-0_llama3-70b_V7_2,2024-05-06_135354,1114.481,OK,batch/prompts/airidas-pers-0_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
base-pers-29_llama3-70b_V7_1,2024-05-06_141229,78.977,OK,batch/prompts/base-pers-29_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
airidas-pers-4000_llama3-8b_V7_2,2024-05-06_141348,139.831,OK,batch/prompts/airidas-pers-4000_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
airidas-pers-7500_llama3-8b_V7_1,2024-05-06_141607,144.543,OK,batch/prompts/airidas-pers-7500_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
airidas-pers-0_llama3-8b_V7_1,2024-05-06_141832,128.216,OK,batch/prompts/airidas-pers-0_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
eli-pers-0_llama3-8b_V7_1,2024-05-06_142040,98.634,OK,batch/prompts/eli-pers-0_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
eli-pers-4000_llama3-8b_V7_2,2024-05-06_142219,145.614,OK,batch/prompts/eli-pers-4000_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
eli-pers-7500_llama3-8b_V7_1,2024-05-06_142444,146.592,OK,batch/prompts/eli-pers-7500_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
eli-pers-7500_llama3-8b_V7_0,2024-05-06_142711,150.911,OK,batch/prompts/eli-pers-7500_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
eli-pers-0_llama3-8b_V7_0,2024-05-06_142942,100.217,OK,batch/prompts/eli-pers-0_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
airidas-pers-0_llama3-8b_V7_0,2024-05-06_143122,121.815,OK,batch/prompts/airidas-pers-0_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
airidas-pers-7500_llama3-8b_V7_0,2024-05-06_143324,145.023,OK,batch/prompts/airidas-pers-7500_llama3-8b_V7_prompts.json,PersonalitySurvey,True,,
airidas-kano-0_llama3-70b_V7_2,2024-05-06_143549,771.741,OK,batch/prompts/airidas-kano-0_llama3-70b_V7_prompts.json,KanoSurvey,True,,
base-pers-29_llama3-70b_V7_0,2024-05-06_144841,74.747,OK,batch/prompts/base-pers-29_llama3-70b_V7_prompts.json,PersonalitySurvey,True,,
airidas-kano-0_mixtral-8x22b_V7_0,2024-05-06_144956,898.872,OK,batch/prompts/airidas-kano-0_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
eli-pers-0_mixtral-8x22b_V7_2,2024-05-06_150454,962.93,OK,batch/prompts/eli-pers-0_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
airidas-pers-0_mixtral-8x22b_V7_2,2024-05-06_152057,1167.756,OK,batch/prompts/airidas-pers-0_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
eli-kano-0_mixtral-8x22b_V7_0,2024-05-06_154025,780.104,OK,batch/prompts/eli-kano-0_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
eli-pers-4000_mixtral-8x22b_V7_1,2024-05-06_155325,1322.959,OK,batch/prompts/eli-pers-4000_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
airidas-kano-4000_mixtral-8x22b_V7_2,2024-05-06_161528,1177.572,OK,batch/prompts/airidas-kano-4000_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
eli-pers-4000_mixtral-8x22b_V7_0,2024-05-06_163506,1318.034,OK,batch/prompts/eli-pers-4000_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
eli-kano-0_mixtral-8x22b_V7_1,2024-05-06_165704,817.308,OK,batch/prompts/eli-kano-0_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
airidas-kano-0_mixtral-8x22b_V7_1,2024-05-06_171041,887.384,OK,batch/prompts/airidas-kano-0_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
eli-pers-static-7500_llama3-8b_V8_2,2024-05-06_172529,27.716,OK,batch/prompts/eli-pers-static-7500_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-4000_llama3-8b_V8_1,2024-05-06_172556,16.056,OK,batch/prompts/eli-pers-static-4000_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-7500_mixtral-8x22b_V8_0,2024-05-06_172612,200.084,OK,batch/prompts/eli-pers-static-7500_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-0_llama3-8b_V8_2,2024-05-06_172932,20.221,OK,batch/prompts/eli-pers-static-0_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-0_mixtral-8x22b_V8_0,2024-05-06_172953,98.243,OK,batch/prompts/eli-kano-static-0_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-7500_mixtral-8x22b_V7_1,2024-05-06_173131,1024.682,OK,batch/prompts/airidas-kano-7500_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
eli-pers-static-0_mixtral-8x22b_V8_2,2024-05-06_174836,111.052,OK,batch/prompts/eli-pers-static-0_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-7500_llama3-8b_V8_2,2024-05-06_175027,19.211,OK,batch/prompts/eli-kano-static-7500_llama3-8b_V8_prompts.json,KanoSurvey,True,,
eli-kano-static-4000_llama3-8b_V8_1,2024-05-06_175046,10.999,OK,batch/prompts/eli-kano-static-4000_llama3-8b_V8_prompts.json,KanoSurvey,True,,
eli-pers-static-0_llama3-70b_V8_2,2024-05-06_175057,145.398,OK,batch/prompts/eli-pers-static-0_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-4000_mixtral-8x22b_V8_2,2024-05-06_175322,158.203,OK,batch/prompts/eli-pers-static-4000_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-0_llama3-70b_V8_0,2024-05-06_175600,119.98,OK,batch/prompts/eli-kano-static-0_llama3-70b_V8_prompts.json,KanoSurvey,True,,
eli-kano-static-0_llama3-70b_V8_1,2024-05-06_175800,52.345,OK,batch/prompts/eli-kano-static-0_llama3-70b_V8_prompts.json,KanoSurvey,True,,
.DS_Store,2024-05-06_175800,0.002,Failed,batch/prompts/eli-kano-static-0_llama3-70b_V8_prompts.json,KanoSurvey,True,,"Traceback (most recent call last):
  File ""/var/folders/bk/njz8h9d15b78r5q_bldv98zc0000gp/T/ipykernel_68806/1161453156.py"", line 28, in <module>
    rundata = json.load(f)
              ^^^^^^^^^^^^
  File ""/opt/homebrew/Cellar/python@3.11/3.11.9/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py"", line 293, in load
    return loads(fp.read(),
                 ^^^^^^^^^
  File ""<frozen codecs>"", line 322, in decode
UnicodeDecodeError: 'utf-8' codec can't decode byte 0xb5 in position 561: invalid start byte
"
eli-kano-static-4000_llama3-8b_V8_0,2024-05-06_175853,17.875,OK,batch/prompts/eli-kano-static-4000_llama3-8b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-7500_mixtral-8x22b_V7_0,2024-05-06_175911,1099.567,OK,batch/prompts/airidas-kano-7500_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
eli-kano-static-0_mixtral-8x22b_V8_1,2024-05-06_181730,101.817,OK,batch/prompts/eli-kano-static-0_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
eli-pers-static-7500_mixtral-8x22b_V8_1,2024-05-06_181912,155.02,OK,batch/prompts/eli-pers-static-7500_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-4000_llama3-8b_V8_0,2024-05-06_182147,23.292,OK,batch/prompts/eli-pers-static-4000_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-0_llama3-8b_V8_1,2024-05-06_182210,9.636,OK,batch/prompts/eli-kano-static-0_llama3-8b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-7500_mixtral-8x22b_V7_2,2024-05-06_182220,1331.916,OK,batch/prompts/airidas-pers-7500_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
eli-kano-static-7500_llama3-70b_V8_1,2024-05-06_184432,138.516,OK,batch/prompts/eli-kano-static-7500_llama3-70b_V8_prompts.json,KanoSurvey,True,,
eli-kano-static-7500_mixtral-8x22b_V8_2,2024-05-06_184650,137.499,OK,batch/prompts/eli-kano-static-7500_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
eli-kano-4000_mixtral-8x22b_V7_2,2024-05-06_184908,1219.626,OK,batch/prompts/eli-kano-4000_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
airidas-pers-4000_mixtral-8x22b_V7_0,2024-05-06_190928,1475.911,OK,batch/prompts/airidas-pers-4000_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
eli-kano-static-4000_mixtral-8x22b_V8_0,2024-05-06_193404,116.114,OK,batch/prompts/eli-kano-static-4000_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
eli-pers-static-4000_llama3-70b_V8_2,2024-05-06_193600,151.333,OK,batch/prompts/eli-pers-static-4000_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-dynamic-7500_mixtral-8x22b_V8_0,2024-05-06_193831,1189.596,OK,batch/prompts/eli-kano-dynamic-7500_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
eli-kano-static-4000_llama3-70b_V8_0,2024-05-06_195821,130.463,OK,batch/prompts/eli-kano-static-4000_llama3-70b_V8_prompts.json,KanoSurvey,True,,
eli-pers-dynamic-7500_mixtral-8x22b_V8_2,2024-05-06_200031,1466.22,OK,batch/prompts/eli-pers-dynamic-7500_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-4000_llama3-70b_V8_1,2024-05-06_202457,131.335,OK,batch/prompts/eli-kano-static-4000_llama3-70b_V8_prompts.json,KanoSurvey,True,,
eli-kano-dynamic-7500_mixtral-8x22b_V8_1,2024-05-06_202709,1215.15,OK,batch/prompts/eli-kano-dynamic-7500_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-4000_mixtral-8x22b_V7_1,2024-05-06_204724,1434.923,OK,batch/prompts/airidas-pers-4000_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
eli-kano-static-4000_mixtral-8x22b_V8_1,2024-05-06_211119,118.161,OK,batch/prompts/eli-kano-static-4000_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
eli-pers-static-7500_llama3-70b_V8_2,2024-05-06_211317,168.951,OK,batch/prompts/eli-pers-static-7500_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-7500_llama3-70b_V8_0,2024-05-06_211606,76.031,OK,batch/prompts/eli-kano-static-7500_llama3-70b_V8_prompts.json,KanoSurvey,True,,
eli-kano-static-0_llama3-8b_V8_0,2024-05-06_211722,16.346,OK,batch/prompts/eli-kano-static-0_llama3-8b_V8_prompts.json,KanoSurvey,True,,
eli-pers-static-7500_llama3-70b_V8_1,2024-05-06_211738,121.588,OK,batch/prompts/eli-pers-static-7500_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-7500_mixtral-8x22b_V8_0,2024-05-06_211940,156.875,OK,batch/prompts/eli-kano-static-7500_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-7500_mixtral-8x22b_V7_0,2024-05-06_212217,1342.992,OK,batch/prompts/airidas-pers-7500_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
eli-pers-dynamic-7500_mixtral-8x22b_V8_1,2024-05-06_214440,1457.145,OK,batch/prompts/eli-pers-dynamic-7500_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-4000_llama3-70b_V8_2,2024-05-06_220857,136.66,OK,batch/prompts/eli-kano-static-4000_llama3-70b_V8_prompts.json,KanoSurvey,True,,
eli-kano-dynamic-7500_mixtral-8x22b_V8_2,2024-05-06_221114,1293.941,OK,batch/prompts/eli-kano-dynamic-7500_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-static-0_llama3-8b_V8_0,2024-05-06_223247,18.186,OK,batch/prompts/airidas-kano-static-0_llama3-8b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-static-0_llama3-70b_V8_1,2024-05-06_223306,144.424,OK,batch/prompts/airidas-pers-static-0_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-4000_llama3-8b_V8_0,2024-05-06_223530,23.284,OK,batch/prompts/airidas-pers-static-4000_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-4000_mixtral-8x22b_V8_1,2024-05-06_223553,146.681,OK,batch/prompts/airidas-kano-static-4000_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-static-0_mixtral-8x22b_V8_1,2024-05-06_223820,90.354,OK,batch/prompts/airidas-kano-static-0_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-static-4000_llama3-8b_V8_0,2024-05-06_223950,17.344,OK,batch/prompts/airidas-kano-static-4000_llama3-8b_V8_prompts.json,KanoSurvey,True,,
.DS_Store,2024-05-06_223950,0.001,Failed,batch/prompts/airidas-kano-static-4000_llama3-8b_V8_prompts.json,KanoSurvey,True,,"Traceback (most recent call last):
  File ""/var/folders/bk/njz8h9d15b78r5q_bldv98zc0000gp/T/ipykernel_68806/1161453156.py"", line 28, in <module>
    rundata = json.load(f)
              ^^^^^^^^^^^^
  File ""/opt/homebrew/Cellar/python@3.11/3.11.9/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py"", line 293, in load
    return loads(fp.read(),
                 ^^^^^^^^^
  File ""<frozen codecs>"", line 322, in decode
UnicodeDecodeError: 'utf-8' codec can't decode byte 0xdf in position 1128: invalid continuation byte
"
airidas-kano-static-7500_mixtral-8x22b_V8_2,2024-05-06_224008,112.576,OK,batch/prompts/airidas-kano-static-7500_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-static-4000_llama3-8b_V8_1,2024-05-06_224200,16.319,OK,batch/prompts/airidas-kano-static-4000_llama3-8b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-static-7500_llama3-8b_V8_2,2024-05-06_224217,14.764,OK,batch/prompts/airidas-kano-static-7500_llama3-8b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-static-0_llama3-70b_V8_2,2024-05-06_224231,132.788,OK,batch/prompts/airidas-kano-static-0_llama3-70b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-static-0_mixtral-8x22b_V8_2,2024-05-06_224444,152.492,OK,batch/prompts/airidas-pers-static-0_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-0_mixtral-8x22b_V8_0,2024-05-06_224717,85.319,OK,batch/prompts/airidas-kano-static-0_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
